Title,Company,Location,Stipend,Skills
Video Editing/Making,Floral Art By NandiniActively hiring,Bangalore,No Stipend,"Video Editing, Adobe Premiere Pro, Final Cut Pro, Video Making"
Content and Social Media Marketing,RoadGodsActively hiring,Gurgaon,No Stipend,"Social Media Marketing, Facebook Marketing, Instagram Marketing"
Inside Sales,Samtek Engineering And GIS Solutions Private LimitedActively hiring,Ghaziabad,No Stipend,"MS-Excel, Client Relationship, Sales, Effective Communication"
Newsroom Anchor (Female) – Dehradun,Aawas YojanaActively hiring,"Dehradun, Dehradun Sub-District, Uttarakhand",No Stipend,"Leadership, Time Management, Public Speaking, News Writing, Anchoring, Interpersonal skills, Effective Communication"
Human Resources (HR),MonkSays Superfoods Private LimitedActively hiring,Hyderabad,No Stipend,"MS-Office, Recruitment, MS-Word, MS-Excel, English Proficiency (Spoken), English Proficiency (Written), Kannada Proficiency (Spoken)"
LinkedIn Management,Get CatalyzedActively hiring,Jaipur,No Stipend,"Content Writing, Digital Marketing, Creative Writing, MS-Excel, Report Writing, LinkedIn Marketing, English Proficiency (Spoken)"
Management Trainees - Female,PAN India GroupActively hiring,Mumbai,No Stipend,"MS-Office, Effective Communication"
Search Engine Optimization (SEO),Esta GlobalActively hiring,Kolkata(Hybrid),No Stipend,"Digital Marketing, Search Engine Optimization (SEO), English Proficiency (Written)"
Social Media Marketing,Omkar BillaActively hiring,Hyderabad(Hybrid),No Stipend,"Social Media Marketing, Video Editing, Video Making, Public Speaking, Sales Management, Canva, Interpersonal skills"
Business Development (Sales),KSP Solutions & Assessment Private LimitedActively hiring,Jaipur,No Stipend,"Social Media Marketing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written)"
Marketing & Events,CyberFratActively hiring,Mumbai,No Stipend,"MS-Office, English Proficiency (Spoken), Interpersonal skills, Effective Communication"
Graphic Design,CyberFratActively hiring,Mumbai,No Stipend,"Adobe Photoshop, MS-PowerPoint, Adobe Creative Suite, Canva"
Executive Assistant To Founders Office,Techdome Solutions Private LimitedActively hiring,"Indore, Hyderabad",No Stipend,"MS-Word, MS-Excel, Client Relationship Management (CRM), Effective Communication, Community Management, Scheduling"
Data Entry,Ziegler AerospaceActively hiring,Hyderabad,No Stipend,"MS-Office, MS-Excel, Data entry, English Proficiency (Spoken), English Proficiency (Written)"
Field Sales,Vahan Technologies India Private LimitedActively hiring,Saharanpur,No Stipend,"Lead Generation, English Proficiency (Spoken), Hindi Proficiency (Spoken), Business Development, Field Sales"
E-Commerce Operations,AranqaActively hiring,Mumbai,No Stipend,"Digital Marketing, Data Analytics, Search Engine Optimization (SEO), Shopify"
Content Writer,Go StopsActively hiring,Bangalore,No Stipend,"Time Management, Storytelling, English Proficiency (Spoken), English Proficiency (Written), Adaptability, Cultural Awareness, Graphic Design"
Law/Legal,Hamari Pahchan NGOActively hiring,Work from home,No Stipend,"MS-Office, Content Writing, English Proficiency (Spoken), English Proficiency (Written)"
Product Marketing,XemplaActively hiring,Kolkata,No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO), Email Marketing, English Proficiency (Spoken), English Proficiency (Written)"
Artificial Intelligence (AI),Raletta Technology Private LimitedActively hiring,Indore,No Stipend,"English Proficiency (Written), Prompt Engineering"
Agri Business Management,The Affordable Organic StoreActively hiring,"Hyderabad, Balanagar",No Stipend,"MS-Office, Operations, Problem Solving"
Supply Chain,Cirkla Inc.Actively hiring,Mumbai,No Stipend,"Inventory Management, Procurement, Document Management, Logistics Management"
Video Editing/Making,Axe Consultancy And Security Services LLCActively hiring,Surat,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Final Cut Pro, Video Making"
Field Sales,HomeCoat (Opc) Private LimitedActively hiring,"Navi Mumbai, Panvel(Hybrid)",No Stipend,"Sales Management, Interpersonal skills, Effective Communication, Channel Management"
Sourcing,Cirkla Inc.Actively hiring,Mumbai,No Stipend,"Negotiation, Vendor Management, MS-Excel, Procurement, Database Management System (DBMS), Market research, Document Management"
Accounts,Sentriscope Data Intelligence Private LimitedActively hiring,"Thane, Navi Mumbai, Mumbai, Virar, Vasai, Vasai-Virar",No Stipend,"Finance, Accounting, Tally, Accounting Software, Bank Reconciliation, Invoice Processing, GST"
Customer Service/Customer Support,ProAnalyserActively hiring,Coimbatore,No Stipend,"MS-Office, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Content Marketing Executive (Female),ZeniusActively hiring,Jaipur,No Stipend,"Content Writing, Branding, Search Engine Optimization (SEO), Creative Writing, Content Marketing, English Proficiency (Written), Canva"
Finance,BPlan Advisors Private LimitedActively hiring,Raipur,No Stipend,"MS-Office, Accounting, Market Analysis, Financial Modeling, English Proficiency (Written), Research and Analytics, Market research"
Database Building/Management,CyberFratActively hiring,Mumbai,No Stipend,"MS-Excel, Data Analysis"
Placement,Zell EducationActively hiring,Mumbai,No Stipend,"English Proficiency (Spoken), English Proficiency (Written)"
Business Development (Sales),ZopperActively hiring,Rajkot(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Architecture,Yellow Design CafeActively hiring,"Delhi, Gurgaon, Noida",No Stipend,"AutoCAD, MS-Office, Adobe Photoshop, Google SketchUp, Effective Communication"
Business Development (Sales),ZopperActively hiring,Vishakhapatnam(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Business Development (Sales),ZopperActively hiring,Goa Velha(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Business Development (Sales),ZopperActively hiring,Aurangabad(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Customer Service/Customer Support,Mr n Mrs PetActively hiring,Jaipur,No Stipend,"Client Interaction, Client Relationship, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Effective Communication"
Personal Assistant,RankspellActively hiring,Lucknow,No Stipend,"Social Media Marketing, Search Engine Optimization (SEO), Facebook Marketing, Business Management"
Business Development (Sales),Mr n Mrs PetActively hiring,Jaipur,No Stipend,"Leadership, Client Interaction, Client Relationship, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Effective Communication"
Human Resources (HR),Aawas YojanaActively hiring,Dehradun,No Stipend,"MS-Office, Recruitment, MS-Word, MS-Excel, Coordination, Teamwork, English Proficiency (Spoken)"
Social Media Marketing,Magenta Hive Technologies LLPActively hiring,Vadodara(Hybrid),No Stipend,"Social Media Marketing, Videography, Digital Marketing, Facebook Marketing, Creative Writing, Email Marketing, English Proficiency (Spoken)"
Business Development (Sales),ZopperActively hiring,Raipur(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Post Sales Internship,Mr n Mrs PetActively hiring,Jaipur,No Stipend,"Client Interaction, Client Relationship, Sales Support, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Effective Communication"
Search Engine Optimization (SEO),Mr n Mrs PetActively hiring,Jaipur,No Stipend,"Social Media Marketing, Google Analytics, Search Engine Marketing (SEM), Digital Marketing, Google AdWords, Search Engine Optimization (SEO), English Proficiency (Written)"
Product Management,Intugine Technologies Private LimitedActively hiring,Bangalore,No Stipend,"MS-Excel, Product Management, Figma"
Business Development (Sales),ZopperActively hiring,Surat(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Content Writing,Mr n Mrs PetActively hiring,Jaipur,No Stipend,"Social Media Marketing, Blogging, Digital Marketing, Search Engine Optimization (SEO), Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
Pre Sales Intern,MeragiActively hiring,Bangalore,No Stipend,"Interpersonal skills, Effective Communication"
Human Resources (HR),Aawas YojanaActively hiring,Dehradun,No Stipend,"Leadership, MS-Office, Recruitment, MS-Word, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Performance Marketing,Break The CodeActively hiring,"Thane, Navi Mumbai, Mumbai, Virar, Vashi, Vasai, Mira Bhayandar, Nala Sopara, Borivali Tarf Rahur, Vasai-Virar, Bandra",No Stipend,"Google AdWords, Facebook Marketing, Lead Generation, English Proficiency (Spoken), English Proficiency (Written), Facebook Ads, Instagram Ads"
Business Development (Sales),ZopperActively hiring,Vijayawada(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Field Sales,Vahan Technologies India Private LimitedActively hiring,Raipur,No Stipend,"Lead Generation, English Proficiency (Spoken), Hindi Proficiency (Spoken), Business Development, Field Sales"
Business Development (Sales),Skillinabox Learning Solutions Private LimitedActively hiring,Noida,No Stipend,"MS-Office, Negotiation, MS-Excel, Client Relationship, Sales Support, English Proficiency (Spoken), Hindi Proficiency (Spoken)"
Business Development (Sales),ZopperActively hiring,Kochi(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Business Development (Sales),ZopperActively hiring,Vadodara(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Business Development Executive (Inside Sales),Newjaisa Technology Private LimitedActively hiring,Bangalore,No Stipend,"Client Relationship, Effective Communication"
Car Advisor,2020 TechnologiesActively hiring,Bangalore,No Stipend,"Negotiation, Client Relationship, Sales, Effective Communication, Collaboration"
Car Advisor,2020 TechnologiesActively hiring,Ahmedabad,No Stipend,"Negotiation, Client Relationship, Sales, Effective Communication, Collaboration"
Car Advisor,2020 TechnologiesActively hiring,Mumbai,No Stipend,"Negotiation, Client Relationship, Sales, Effective Communication, Collaboration"
Influencer Marketing,BrandsharkActively hiring,Bangalore,No Stipend,"Effective Communication, Influencer Marketing"
Talent Acquisition,LevelAppActively hiring,Hyderabad,No Stipend,"Negotiation, English Proficiency (Spoken), Interpersonal skills"
Customer Acquisition,StayfindzActively hiring,Bangalore,No Stipend,"Problem Solving, Interpersonal skills, Effective Communication"
Live Stream Trader,Trading Fox Private LimitedActively hiring,Jaipur,No Stipend,"Market Analysis, Stock Trading, Effective Communication"
Field Sales,Vahan Technologies India Private LimitedActively hiring,Jaipur,No Stipend,"Lead Generation, English Proficiency (Spoken), Hindi Proficiency (Spoken), Business Development, Field Sales"
Webtoon Production Artist,Integral SolutionActively hiring,Bangalore,No Stipend,"Adobe Photoshop, Clip Studio Paint"
Digital Marketing,StoryMirror Infotech Private LimitedActively hiring,Mumbai,No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Facebook Marketing, Email Marketing, English Proficiency (Spoken), Instagram Marketing"
Corporate Sales,StayfindzActively hiring,Bangalore,No Stipend,"MS-Office, Problem Solving, Interpersonal skills, Effective Communication"
Digital Marketing,Relinns TechnologiesActively hiring,Mohali,No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO), Creative Writing, Email Marketing, English Proficiency (Written)"
Business Development (Sales),Srajan Data Analytics Private LimitedActively hiring,Noida,No Stipend,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Sales"
Sales and Marketing,Prosync Infotech Private LimitedActively hiring,Delhi,No Stipend,"Multitasking, Computer skills, Client Relationship Management (CRM), Sales Support, Adaptability, Effective Communication"
Telecalling,StayfindzActively hiring,Bangalore,No Stipend,"Problem Solving, Interpersonal skills, Community Management"
Digital Marketing,SpotlightActively hiring,"Thane, Mumbai",No Stipend,"Google AdWords, Search Engine Optimization (SEO), Email Marketing, Instagram Marketing"
Human Resources (HR),Serve Amigo Technologies Private LimitedActively hiring,Noida(Hybrid),No Stipend,"MS-Office, Presentation skills, Public Speaking, English Proficiency (Spoken), Interpersonal skills, Effective Communication, Email Management"
Campaign Delivery,InternshalaActively hiring,Gurgaon,No Stipend,"MS-Office, English Proficiency (Spoken), English Proficiency (Written), Sales"
Graphic Design,Falcon RealityActively hiring,Bangalore,No Stipend,"Adobe Photoshop, Adobe Illustrator, Adobe After Effects"
Business Analyst,Techdome Solutions Private LimitedActively hiring,"Indore, Hyderabad",No Stipend,"Client Interaction, Client Relationship Management (CRM), Business Analysis, Client Relationship, Business Development, Research and Analytics"
Project Management,MonkhubActively hiring,Gurgaon,No Stipend,"MS-Office, Negotiation, Project Management, Time Management, Decision making, Problem Solving, Risk Management"
Content Writing,Relinns TechnologiesActively hiring,"Chandigarh, Mohali",No Stipend,"Social Media Marketing, Digital Marketing, Search Engine Optimization (SEO), Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
Social Media Marketing,SupplyboxActively hiring,Mumbai(Hybrid),No Stipend,"Social Media Marketing, Digital Marketing, Facebook Marketing, English Proficiency (Written), Instagram Marketing"
Human Resources (HR),International Institute Of Data Science & TechnologyActively hiring,Noida,No Stipend,"MS-Office, MS-Word, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Business Development (Sales),ZopperActively hiring,Guwahati(Hybrid),No Stipend,"Sales Management, Client Relationship, Sales Strategy"
Quality Analyst,Techdome Solutions Private LimitedActively hiring,"Indore, Hyderabad",No Stipend,"Manual Testing, Automation, Performance Testing, Jira, Agile Methodology, TestNG, WebDriver"
Business Development (Sales),Natturz Bio Kontrol Private LimitedActively hiring,Delhi(Hybrid),No Stipend,"Social Media Marketing, Digital Marketing, Email Marketing, MS-Excel, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken)"
Talent Acquisition,MonkhubActively hiring,Gurgaon,No Stipend,"MS-Office, Recruitment, MS-Word, Strategy, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Fashion Design,Alaya By Stage3Actively hiring,Gurgaon,No Stipend,"Adobe Photoshop, Adobe Illustrator, Fashion Designing, Fashion illustration, Fashion Styling"
